ride_id,customer_id,trip_distance,fare_amount,tpep_pickup_datetime,tpep_dropoff_datetime,status,order_id,customer_name,total,order_date,channel,trip_duration_minutes
1051.0,C649,28.73,707.72,2024-12-14 23:13:00,2024-12-14 23:36:00,cancelled,,,,,,23.0
1052.0,C867,12.26,330.65,2024-11-14 16:22:00,2024-11-14 16:52:00,completed,,,,,,30.0
1053.0,C184,22.06,465.17,2024-12-31 13:49:00,2024-12-31 15:17:00,completed,,,,,,88.0
1054.0,C712,20.73,663.19,2024-11-17 23:19:00,2024-11-18 00:32:00,completed,,,,,,73.0
1055.0,C936,9.18,492.54,2024-11-28 16:15:00,2024-11-28 17:30:00,refunded,,,,,,75.0
1056.0,C763,2.92,121.01,2024-12-28 04:26:00,2024-12-28 04:36:00,completed,,,,,,10.0
1057.0,C573,19.63,1145.7,2024-11-02 17:02:00,2024-11-02 18:21:00,completed,,,,,,79.0
1058.0,C204,18.18,1012.7,2024-11-10 13:48:00,2024-11-10 14:04:00,cancelled,,,,,,16.0
1059.0,C786,29.41,589.4,2024-11-22 11:45:00,2024-11-22 12:37:00,refunded,,,,,,52.0
1060.0,C449,19.13,1095.49,2024-12-04 08:01:00,2024-12-04 08:25:00,completed,,,,,,24.0
1061.0,C652,29.7,1392.33,2024-12-08 12:30:00,2024-12-08 13:52:00,completed,,,,,,82.0
1062.0,C335,17.96,702.26,2024-12-01 13:24:00,2024-12-01 14:25:00,completed,,,,,,61.0
1063.0,C154,27.37,1570.48,2024-12-29 08:07:00,2024-12-29 08:30:00,refunded,,,,,,23.0
1064.0,C342,28.33,1315.27,2024-11-14 19:12:00,2024-11-14 19:21:00,cancelled,,,,,,9.0
1065.0,C858,29.86,1612.84,2024-12-18 08:19:00,2024-12-18 08:41:00,completed,,,,,,22.0
1066.0,C547,27.14,1272.32,2024-11-15 21:03:00,2024-11-15 22:28:00,completed,,,,,,85.0
1067.0,C304,3.57,146.63,2024-11-28 10:17:00,2024-11-28 11:21:00,completed,,,,,,64.0
1068.0,C623,23.49,544.6,2024-12-15 12:18:00,2024-12-15 13:47:00,cancelled,,,,,,89.0
1069.0,C649,6.35,285.14,2024-11-22 18:14:00,2024-11-22 18:28:00,completed,,,,,,14.0
1070.0,C888,7.83,209.98,2024-12-03 07:10:00,2024-12-03 07:58:00,completed,,,,,,48.0
1071.0,C565,7.67,181.14,2024-12-08 02:01:00,2024-12-08 02:17:00,completed,,,,,,16.0
1072.0,C439,27.78,919.51,2024-12-01 13:38:00,2024-12-01 14:11:00,completed,,,,,,33.0
1073.0,C790,5.35,109.6,2024-11-14 19:58:00,2024-11-14 20:46:00,completed,,,,,,48.0
1074.0,C783,4.97,277.47,2024-11-06 20:20:00,2024-11-06 20:36:00,completed,,,,,,16.0
1075.0,C749,12.21,633.15,2024-12-24 09:47:00,2024-12-24 10:35:00,cancelled,,,,,,48.0
1076.0,C869,11.53,241.43,2025-01-07 19:07:00,2025-01-07 19:26:00,completed,,,,,,19.0
1077.0,C560,6.11,259.55,2024-12-15 05:45:00,2024-12-15 06:37:00,completed,,,,,,52.0
1078.0,C558,24.17,1301.66,2024-12-31 01:37:00,2024-12-31 02:56:00,completed,,,,,,79.0
1079.0,C587,22.91,1374.09,2024-12-01 18:19:00,2024-12-01 18:29:00,completed,,,,,,10.0
1080.0,C589,20.74,961.34,2025-01-07 06:29:00,2025-01-07 06:37:00,completed,,,,,,8.0
1081.0,C950,5.69,172.56,2024-11-27 11:14:00,2024-11-27 11:31:00,cancelled,,,,,,17.0
1082.0,C187,21.43,703.31,2025-01-02 04:22:00,2025-01-02 05:42:00,cancelled,,,,,,80.0
1083.0,C535,4.68,168.21,2024-11-26 10:44:00,2024-11-26 12:03:00,completed,,,,,,79.0
1084.0,C276,14.1,637.63,2024-12-08 18:53:00,2024-12-08 19:27:00,completed,,,,,,34.0
1085.0,C717,2.19,74.62,2024-12-22 06:44:00,2024-12-22 08:02:00,cancelled,,,,,,78.0
1086.0,C299,13.59,450.88,2024-11-19 06:29:00,2024-11-19 07:41:00,completed,,,,,,72.0
1087.0,C881,3.91,157.35,2024-12-17 16:39:00,2024-12-17 17:07:00,completed,,,,,,28.0
1088.0,C470,3.83,206.66,2024-11-04 14:59:00,2024-11-04 15:28:00,refunded,,,,,,29.0
1089.0,C668,1.95,87.75,2024-12-30 01:58:00,2024-12-30 02:58:00,completed,,,,,,60.0
1090.0,C398,25.8,995.77,2024-12-25 19:15:00,2024-12-25 19:57:00,cancelled,,,,,,42.0
1091.0,C748,3.89,106.01,2025-01-01 11:19:00,2025-01-01 11:44:00,completed,,,,,,25.0
1092.0,C463,4.09,83.36,2024-12-31 15:49:00,2024-12-31 16:18:00,completed,,,,,,29.0
1093.0,C849,22.32,948.17,2024-11-03 04:28:00,2024-11-03 05:19:00,refunded,,,,,,51.0
1094.0,C514,26.57,1219.01,2024-12-17 09:24:00,2024-12-17 10:41:00,completed,,,,,,77.0
1095.0,C879,14.94,684.32,2024-11-26 07:08:00,2024-11-26 08:34:00,completed,,,,,,86.0
1096.0,C130,5.19,293.26,2024-11-30 19:23:00,2024-11-30 20:42:00,refunded,,,,,,79.0
1097.0,C691,9.96,428.8,2024-11-20 21:33:00,2024-11-20 21:51:00,completed,,,,,,18.0
1098.0,C925,9.87,225.87,2025-01-02 20:36:00,2025-01-02 21:36:00,completed,,,,,,60.0
1099.0,C323,9.32,218.47,2024-12-24 15:46:00,2024-12-24 16:03:00,refunded,,,,,,17.0
1100.0,C698,14.95,345.77,2024-12-11 20:46:00,2024-12-11 21:16:00,completed,,,,,,30.0
1101.0,C906,11.07,366.58,2024-11-20 20:10:00,2024-11-20 21:27:00,completed,,,,,,77.0
1102.0,C182,14.65,771.47,2024-11-21 09:15:00,2024-11-21 10:19:00,completed,,,,,,64.0
1103.0,C725,7.64,296.67,2024-11-01 11:42:00,2024-11-01 12:46:00,completed,,,,,,64.0
1104.0,C529,4.47,225.4,2024-12-05 16:03:00,2024-12-05 17:26:00,refunded,,,,,,83.0
1105.0,C772,26.33,941.95,2024-11-08 18:33:00,2024-11-08 18:43:00,completed,,,,,,10.0
1106.0,C611,22.63,579.25,2024-11-26 04:12:00,2024-11-26 05:22:00,refunded,,,,,,70.0
1107.0,C459,2.71,128.53,2024-11-30 03:15:00,2024-11-30 03:50:00,completed,,,,,,35.0
1108.0,C449,26.64,1064.63,2024-11-29 01:28:00,2024-11-29 02:22:00,completed,,,,,,54.0
1109.0,C428,17.31,503.4,2024-11-03 16:36:00,2024-11-03 17:24:00,completed,,,,,,48.0
1110.0,C696,28.98,598.28,2024-11-24 21:16:00,2024-11-24 21:46:00,completed,,,,,,30.0
1111.0,C412,1.84,109.18,2025-01-07 18:29:00,2025-01-07 19:09:00,completed,,,,,,40.0
1112.0,C951,21.79,926.63,2024-11-04 22:36:00,2024-11-04 23:32:00,refunded,,,,,,56.0
1113.0,C766,25.1,1138.58,2024-11-14 16:25:00,2024-11-14 17:30:00,completed,,,,,,65.0
1114.0,C511,12.53,566.64,2025-01-03 09:33:00,2025-01-03 10:49:00,refunded,,,,,,76.0
1115.0,C511,22.44,719.7,2024-12-09 16:00:00,2024-12-09 17:08:00,completed,,,,,,68.0
1116.0,C212,21.41,937.12,2024-12-10 04:09:00,2024-12-10 04:32:00,refunded,,,,,,23.0
1117.0,C199,29.34,849.28,2024-12-03 11:40:00,2024-12-03 12:10:00,refunded,,,,,,30.0
1118.0,C355,21.19,1101.93,2025-01-07 21:21:00,2025-01-07 21:36:00,completed,,,,,,15.0
1119.0,C356,15.9,331.51,2024-12-16 11:22:00,2024-12-16 12:42:00,completed,,,,,,80.0
1120.0,C435,8.13,266.8,2025-01-02 16:54:00,2025-01-02 17:59:00,completed,,,,,,65.0
1121.0,C130,2.27,85.03,2024-11-15 16:02:00,2024-11-15 16:26:00,cancelled,,,,,,24.0
1122.0,C429,4.7,177.72,2024-11-11 12:26:00,2024-11-11 13:34:00,completed,,,,,,68.0
1123.0,C475,25.79,1540.34,2024-11-16 07:32:00,2024-11-16 08:43:00,completed,,,,,,71.0
1124.0,C438,25.13,576.57,2024-12-13 21:50:00,2024-12-13 22:05:00,completed,,,,,,15.0
1125.0,C804,29.07,1159.58,2024-11-27 00:50:00,2024-11-27 01:51:00,completed,,,,,,61.0
1126.0,C189,6.15,142.2,2024-11-15 15:09:00,2024-11-15 16:03:00,completed,,,,,,54.0
1127.0,C141,29.05,889.15,2024-11-21 22:55:00,2024-11-22 00:09:00,completed,,,,,,74.0
1128.0,C888,26.9,570.96,2024-11-04 20:04:00,2024-11-04 21:04:00,cancelled,,,,,,60.0
1129.0,C543,25.09,984.79,2024-11-21 00:41:00,2024-11-21 02:06:00,refunded,,,,,,85.0
1130.0,C959,18.44,668.23,2024-11-15 07:41:00,2024-11-15 08:55:00,completed,,,,,,74.0
1131.0,C840,5.4,118.03,2024-12-25 02:52:00,2024-12-25 03:01:00,completed,,,,,,9.0
1132.0,C244,17.52,1029.79,2024-12-07 08:59:00,2024-12-07 09:50:00,cancelled,,,,,,51.0
1133.0,C397,10.61,268.68,2024-12-12 16:34:00,2024-12-12 17:13:00,completed,,,,,,39.0
1134.0,C389,6.18,123.84,2025-01-01 18:36:00,2025-01-01 18:52:00,completed,,,,,,16.0
1135.0,C659,2.04,115.33,2024-12-13 15:42:00,2024-12-13 16:36:00,completed,,,,,,54.0
1136.0,C714,7.45,365.67,2024-12-31 03:04:00,2024-12-31 04:03:00,completed,,,,,,59.0
1137.0,C730,19.31,1083.48,2024-11-26 17:47:00,2024-11-26 19:03:00,cancelled,,,,,,76.0
1138.0,C955,10.77,623.94,2024-12-01 16:20:00,2024-12-01 17:41:00,completed,,,,,,81.0
1139.0,C450,25.68,842.75,2024-12-22 12:48:00,2024-12-22 14:14:00,completed,,,,,,86.0
1140.0,C251,13.75,348.93,2024-11-16 12:18:00,2024-11-16 13:01:00,completed,,,,,,43.0
1141.0,C471,15.13,813.98,2024-12-17 10:34:00,2024-12-17 10:42:00,cancelled,,,,,,8.0
1142.0,C702,8.96,362.74,2024-11-03 09:42:00,2024-11-03 11:04:00,cancelled,,,,,,82.0
1143.0,C543,7.27,209.63,2024-11-20 18:41:00,2024-11-20 19:26:00,completed,,,,,,45.0
1144.0,C464,10.15,358.5,2024-12-12 18:04:00,2024-12-12 18:44:00,completed,,,,,,40.0
1145.0,C501,1.36,49.92,2025-01-03 21:37:00,2025-01-03 22:28:00,completed,,,,,,51.0
1146.0,C132,21.47,537.84,2024-12-09 17:48:00,2024-12-09 18:27:00,completed,,,,,,39.0
1147.0,C869,24.6,777.66,2024-11-04 15:14:00,2024-11-04 15:44:00,completed,,,,,,30.0
1148.0,C380,20.66,619.74,2024-12-27 00:58:00,2024-12-27 01:26:00,completed,,,,,,28.0
1149.0,C926,24.05,1367.13,2024-12-04 14:41:00,2024-12-04 15:49:00,completed,,,,,,68.0
1150.0,C138,20.97,529.12,2024-12-30 04:06:00,2024-12-30 05:35:00,completed,,,,,,89.0
1151.0,C223,1.6,72.92,2024-12-12 07:27:00,2024-12-12 07:59:00,cancelled,,,,,,32.0
1152.0,C446,8.23,404.56,2025-01-03 01:23:00,2025-01-03 02:28:00,cancelled,,,,,,65.0
1153.0,C420,24.74,1321.8,2024-11-05 13:18:00,2024-11-05 13:23:00,cancelled,,,,,,5.0
1154.0,C671,17.93,443.68,2024-11-04 13:56:00,2024-11-04 14:30:00,completed,,,,,,34.0
1155.0,C220,4.2,211.83,2024-11-24 17:42:00,2024-11-24 19:01:00,completed,,,,,,79.0
1156.0,C153,23.19,660.26,2024-12-05 14:47:00,2024-12-05 15:40:00,completed,,,,,,53.0
1157.0,C774,12.86,419.22,2024-12-24 09:01:00,2024-12-24 10:28:00,completed,,,,,,87.0
1158.0,C203,9.42,274.3,2024-11-21 07:30:00,2024-11-21 08:46:00,completed,,,,,,76.0
1159.0,C745,27.26,778.52,2024-12-13 23:24:00,2024-12-14 00:22:00,refunded,,,,,,58.0
1160.0,C599,25.21,1377.58,2025-01-01 05:54:00,2025-01-01 06:42:00,completed,,,,,,48.0
1161.0,C666,29.34,1262.08,2024-11-07 06:39:00,2024-11-07 06:48:00,cancelled,,,,,,9.0
1162.0,C363,13.57,279.66,2024-11-15 06:19:00,2024-11-15 06:36:00,completed,,,,,,17.0
1163.0,C332,21.74,883.26,2024-11-13 06:28:00,2024-11-13 06:52:00,cancelled,,,,,,24.0
1164.0,C427,2.71,160.41,2024-12-13 07:35:00,2024-12-13 08:57:00,cancelled,,,,,,82.0
1165.0,C568,6.02,193.93,2025-01-07 06:57:00,2025-01-07 07:20:00,completed,,,,,,23.0
1166.0,C550,29.92,1269.67,2024-12-06 03:22:00,2024-12-06 03:58:00,completed,,,,,,36.0
1167.0,C295,24.54,965.94,2024-12-01 21:32:00,2024-12-01 22:34:00,completed,,,,,,62.0
1168.0,C320,4.7,176.22,2024-11-19 23:08:00,2024-11-20 00:24:00,cancelled,,,,,,76.0
1169.0,C991,26.92,876.24,2025-01-02 03:54:00,2025-01-02 04:31:00,completed,,,,,,37.0
1170.0,C694,18.81,794.81,2024-12-08 19:36:00,2024-12-08 19:55:00,completed,,,,,,19.0
1171.0,C367,5.28,195.05,2024-12-05 23:30:00,2024-12-06 00:39:00,completed,,,,,,69.0
1172.0,C331,7.84,402.23,2025-01-01 15:15:00,2025-01-01 15:27:00,refunded,,,,,,12.0
1173.0,C337,20.28,499.34,2024-12-05 02:20:00,2024-12-05 02:41:00,cancelled,,,,,,21.0
1174.0,C781,3.08,111.31,2024-12-15 04:14:00,2024-12-15 05:13:00,completed,,,,,,59.0
1175.0,C519,6.37,192.93,2025-01-06 17:15:00,2025-01-06 18:43:00,completed,,,,,,88.0
1176.0,C712,16.5,533.92,2024-11-22 04:38:00,2024-11-22 04:55:00,cancelled,,,,,,17.0
1177.0,C228,14.08,717.5,2024-12-27 00:15:00,2024-12-27 01:25:00,completed,,,,,,70.0
1178.0,C553,14.12,386.27,2024-12-09 19:51:00,2024-12-09 21:01:00,completed,,,,,,70.0
1179.0,C320,16.42,335.39,2024-11-19 06:51:00,2024-11-19 07:51:00,completed,,,,,,60.0
1180.0,C386,11.67,627.09,2024-11-16 06:59:00,2024-11-16 07:52:00,refunded,,,,,,53.0
1181.0,C677,16.19,601.82,2025-01-01 01:57:00,2025-01-01 02:54:00,completed,,,,,,57.0
1182.0,C477,1.69,97.16,2024-12-22 22:39:00,2024-12-22 23:59:00,completed,,,,,,80.0
1183.0,C988,5.88,131.26,2024-11-23 16:21:00,2024-11-23 16:38:00,completed,,,,,,17.0
1184.0,C744,18.11,709.69,2024-12-30 23:45:00,2024-12-31 00:32:00,completed,,,,,,47.0
1185.0,C229,26.53,1535.59,2024-11-01 08:07:00,2024-11-01 08:49:00,completed,,,,,,42.0
1186.0,C731,19.53,930.4,2024-11-23 04:41:00,2024-11-23 06:10:00,refunded,,,,,,89.0
1187.0,C432,11.77,396.04,2024-12-14 00:51:00,2024-12-14 02:06:00,cancelled,,,,,,75.0
1188.0,C996,29.0,1633.45,2025-01-06 00:11:00,2025-01-06 01:11:00,completed,,,,,,60.0
1189.0,C405,28.61,1289.52,2025-01-05 14:23:00,2025-01-05 14:39:00,cancelled,,,,,,16.0
1190.0,C491,4.05,222.64,2024-12-26 07:04:00,2024-12-26 07:21:00,refunded,,,,,,17.0
1191.0,C936,27.51,656.17,2024-12-16 07:00:00,2024-12-16 07:42:00,completed,,,,,,42.0
1192.0,C324,15.12,673.89,2024-12-15 08:53:00,2024-12-15 10:14:00,cancelled,,,,,,81.0
1193.0,C493,29.11,861.06,2025-01-06 13:52:00,2025-01-06 14:18:00,completed,,,,,,26.0
1194.0,C550,21.98,551.14,2025-01-01 03:22:00,2025-01-01 04:21:00,completed,,,,,,59.0
1195.0,C607,26.45,1469.31,2024-12-28 14:35:00,2024-12-28 15:10:00,completed,,,,,,35.0
1196.0,C689,3.47,143.33,2024-11-27 18:13:00,2024-11-27 18:41:00,completed,,,,,,28.0
1197.0,C995,11.91,553.46,2024-12-24 19:07:00,2024-12-24 19:40:00,completed,,,,,,33.0
1198.0,C332,19.86,992.73,2024-12-20 13:38:00,2024-12-20 14:07:00,completed,,,,,,29.0
1199.0,C334,5.59,131.33,2024-12-12 19:11:00,2024-12-12 20:15:00,cancelled,,,,,,64.0
1200.0,C715,22.28,962.96,2024-12-03 22:38:00,2024-12-03 23:25:00,completed,,,,,,47.0
1201.0,C777,21.77,591.75,2024-11-08 03:41:00,2024-11-08 04:13:00,cancelled,,,,,,32.0
1202.0,C755,12.6,442.28,2024-11-11 15:17:00,2024-11-11 16:07:00,completed,,,,,,50.0
1203.0,C770,27.54,1260.96,2024-11-25 18:29:00,2024-11-25 18:52:00,completed,,,,,,23.0
1204.0,C990,8.89,237.08,2025-01-01 04:05:00,2025-01-01 05:29:00,cancelled,,,,,,84.0
1205.0,C292,3.92,84.34,2025-01-04 05:14:00,2025-01-04 05:30:00,completed,,,,,,16.0
1206.0,C991,14.27,329.07,2024-11-11 14:45:00,2024-11-11 15:52:00,completed,,,,,,67.0
1207.0,C390,2.18,52.68,2024-12-11 11:29:00,2024-12-11 11:37:00,refunded,,,,,,8.0
1208.0,C308,6.33,312.19,2024-12-16 21:21:00,2024-12-16 21:33:00,completed,,,,,,12.0
1209.0,C165,11.77,623.68,2024-11-01 16:35:00,2024-11-01 16:59:00,completed,,,,,,24.0
1210.0,C973,24.16,497.31,2024-11-30 10:53:00,2024-11-30 11:56:00,completed,,,,,,63.0
1211.0,C754,10.11,466.46,2024-12-17 11:30:00,2024-12-17 12:10:00,completed,,,,,,40.0
1212.0,C684,2.22,55.3,2024-11-02 17:22:00,2024-11-02 17:59:00,refunded,,,,,,37.0
1213.0,C611,25.62,1055.04,2024-12-12 02:50:00,2024-12-12 03:19:00,cancelled,,,,,,29.0
1214.0,C801,22.48,1046.43,2024-12-27 20:44:00,2024-12-27 20:49:00,completed,,,,,,5.0
1215.0,C358,27.85,1584.15,2024-11-10 02:49:00,2024-11-10 03:28:00,completed,,,,,,39.0
1216.0,C572,8.98,184.36,2024-11-01 08:59:00,2024-11-01 10:26:00,completed,,,,,,87.0
1217.0,C834,28.88,961.9,2024-12-17 20:45:00,2024-12-17 22:06:00,refunded,,,,,,81.0
1218.0,C918,24.75,720.17,2024-11-10 22:20:00,2024-11-10 23:07:00,refunded,,,,,,47.0
1219.0,C963,9.7,275.18,2024-12-14 01:36:00,2024-12-14 02:11:00,completed,,,,,,35.0
1220.0,C161,22.42,508.88,2024-11-10 20:00:00,2024-11-10 20:17:00,completed,,,,,,17.0
1221.0,C651,18.53,801.61,2024-12-29 04:06:00,2024-12-29 05:23:00,completed,,,,,,77.0
1222.0,C114,15.75,699.92,2024-12-25 10:45:00,2024-12-25 11:36:00,completed,,,,,,51.0
1223.0,C694,3.75,182.91,2024-11-10 14:06:00,2024-11-10 15:29:00,completed,,,,,,83.0
1224.0,C925,3.8,189.69,2024-12-11 03:54:00,2024-12-11 05:02:00,completed,,,,,,68.0
1225.0,C771,4.02,206.87,2025-01-05 17:57:00,2025-01-05 19:20:00,completed,,,,,,83.0
1226.0,C803,23.23,550.35,2024-11-23 19:41:00,2024-11-23 20:28:00,refunded,,,,,,47.0
1227.0,C307,3.66,120.65,2024-11-23 22:25:00,2024-11-23 23:29:00,completed,,,,,,64.0
1228.0,C785,13.36,546.82,2024-12-25 13:28:00,2024-12-25 14:42:00,completed,,,,,,74.0
1229.0,C256,8.45,491.5,2024-12-20 05:08:00,2024-12-20 06:38:00,completed,,,,,,90.0
1230.0,C395,23.21,759.49,2024-11-11 04:19:00,2024-11-11 05:36:00,completed,,,,,,77.0
1231.0,C576,8.86,208.54,2024-11-16 04:54:00,2024-11-16 05:14:00,completed,,,,,,20.0
1232.0,C666,2.35,122.84,2025-01-04 03:19:00,2025-01-04 04:39:00,cancelled,,,,,,80.0
1233.0,C330,3.16,164.5,2024-12-07 10:25:00,2024-12-07 11:35:00,completed,,,,,,70.0
1234.0,C639,26.75,759.11,2024-11-12 06:30:00,2024-11-12 07:56:00,completed,,,,,,86.0
1235.0,C163,28.33,758.6,2024-11-21 23:01:00,2024-11-21 23:14:00,completed,,,,,,13.0
1236.0,C808,23.2,812.29,2024-12-31 11:32:00,2024-12-31 12:19:00,refunded,,,,,,47.0
1237.0,C182,19.4,1036.95,2024-11-22 04:14:00,2024-11-22 04:57:00,completed,,,,,,43.0
1238.0,C886,1.7,88.43,2024-11-21 08:55:00,2024-11-21 09:58:00,completed,,,,,,63.0
1239.0,C473,27.85,1424.33,2024-11-06 01:04:00,2024-11-06 01:42:00,completed,,,,,,38.0
1240.0,C374,26.74,935.98,2024-11-29 19:38:00,2024-11-29 20:18:00,completed,,,,,,40.0
1241.0,C591,21.46,528.68,2024-11-16 09:26:00,2024-11-16 10:05:00,completed,,,,,,39.0
1242.0,C178,7.98,278.76,2024-12-25 19:25:00,2024-12-25 20:22:00,refunded,,,,,,57.0
1243.0,C848,13.52,635.07,2024-11-07 12:35:00,2024-11-07 12:42:00,refunded,,,,,,7.0
1244.0,C525,4.4,107.98,2024-12-30 15:26:00,2024-12-30 16:49:00,completed,,,,,,83.0
1245.0,C773,5.79,227.24,2024-11-02 05:15:00,2024-11-02 06:22:00,completed,,,,,,67.0
1246.0,C915,28.44,1000.64,2024-12-18 05:37:00,2024-12-18 05:55:00,cancelled,,,,,,18.0
1247.0,C408,14.0,413.76,2024-11-07 13:14:00,2024-11-07 14:35:00,completed,,,,,,81.0
1248.0,C616,10.92,569.99,2024-11-06 00:11:00,2024-11-06 01:33:00,cancelled,,,,,,82.0
1249.0,C895,26.55,689.79,2024-11-18 20:35:00,2024-11-18 20:54:00,completed,,,,,,19.0
1250.0,C489,15.26,762.23,2024-11-14 06:17:00,2024-11-14 07:06:00,completed,,,,,,49.0
1251.0,C504,15.73,705.44,2024-11-12 02:54:00,2024-11-12 04:18:00,completed,,,,,,84.0
1252.0,C454,19.49,1148.22,2025-01-05 15:44:00,2025-01-05 16:50:00,completed,,,,,,66.0
